Specific Venitlation, x, y, z, left_lung, right_lung, left_lung_upper, left_lung_lower, right_lung_upper, right_lung_lower
9.780679999999999930e-02,6.197169999999999845e+00,-1.096419999999999995e+01,-1.471749999999999936e+01,nan,9.780679999999999930e-02,nan,nan,nan,9.780679999999999930e-02
1.056040000000000034e-01,7.150579999999999714e+00,-1.096419999999999995e+01,-1.471749999999999936e+01,nan,1.056040000000000034e-01,nan,nan,nan,1.056040000000000034e-01
1.118760000000000032e-01,8.103989999999999583e+00,-1.096419999999999995e+01,-1.471749999999999936e+01,nan,1.118760000000000032e-01,nan,nan,nan,1.118760000000000032e-01
5.536569999999999547e-01,-5.243759999999999977e+00,-1.001079999999999970e+01,-1.471749999999999936e+01,5.536569999999999547e-01,nan,5.536569999999999547e-01,nan,nan,nan
2.650289999999999938e-02,4.767060000000000186e-01,-1.001079999999999970e+01,-1.471749999999999936e+01,nan,2.650289999999999938e-02,nan,nan,nan,2.650289999999999938e-02
3.682259999999999700e-02,1.430120000000000058e+00,-1.001079999999999970e+01,-1.471749999999999936e+01,nan,3.682259999999999700e-02,nan,nan,nan,3.682259999999999700e-02
1.874400000000000024e-02,2.383529999999999927e+00,-1.001079999999999970e+01,-1.471749999999999936e+01,nan,1.874400000000000024e-02,nan,nan,nan,1.874400000000000024e-02
2.299740000000000117e-02,3.336939999999999795e+00,-1.001079999999999970e+01,-1.471749999999999936e+01,nan,2.299740000000000117e-02,nan,nan,nan,2.299740000000000117e-02
5.125640000000000057e-02,5.243759999999999977e+00,-1.001079999999999970e+01,-1.471749999999999936e+01,nan,5.125640000000000057e-02,nan,nan,nan,5.125640000000000057e-02
1.002900000000000041e-01,6.197169999999999845e+00,-1.001079999999999970e+01,-1.471749999999999936e+01,nan,1.002900000000000041e-01,nan,nan,nan,1.002900000000000041e-01
1.057430000000000037e-01,7.150579999999999714e+00,-1.001079999999999970e+01,-1.471749999999999936e+01,nan,1.057430000000000037e-01,nan,nan,nan,1.057430000000000037e-01
1.057199999999999945e-01,8.103989999999999583e+00,-1.001079999999999970e+01,-1.471749999999999936e+01,nan,1.057199999999999945e-01,nan,nan,nan,1.057199999999999945e-01
7.545499999999999430e-02,6.197169999999999845e+00,-9.057399999999999451e+00,-1.471749999999999936e+01,nan,7.545499999999999430e-02,nan,nan,nan,7.545499999999999430e-02
8.455160000000000453e-02,7.150579999999999714e+00,-9.057399999999999451e+00,-1.471749999999999936e+01,nan,8.455160000000000453e-02,nan,nan,nan,8.455160000000000453e-02
8.395389999999999797e-02,8.103989999999999583e+00,-9.057399999999999451e+00,-1.471749999999999936e+01,nan,8.395389999999999797e-02,nan,nan,nan,8.395389999999999797e-02
4.751729999999999843e-02,6.197169999999999845e+00,-8.103989999999999583e+00,-1.471749999999999936e+01,nan,4.751729999999999843e-02,nan,nan,nan,4.751729999999999843e-02
5.020850000000000313e-02,7.150579999999999714e+00,-8.103989999999999583e+00,-1.471749999999999936e+01,nan,5.020850000000000313e-02,nan,nan,nan,5.020850000000000313e-02
2.753370000000000123e-02,6.197169999999999845e+00,-7.150579999999999714e+00,-1.471749999999999936e+01,nan,2.753370000000000123e-02,nan,nan,nan,2.753370000000000123e-02
1.029610000000000074e-02,7.150579999999999714e+00,-7.150579999999999714e+00,-1.471749999999999936e+01,nan,1.029610000000000074e-02,nan,nan,nan,1.029610000000000074e-02
5.628520000000000051e-02,5.243759999999999977e+00,-6.197169999999999845e+00,-1.471749999999999936e+01,nan,5.628520000000000051e-02,nan,nan,nan,5.628520000000000051e-02
1.578799999999999995e-03,6.197169999999999845e+00,-6.197169999999999845e+00,-1.471749999999999936e+01,nan,1.578799999999999995e-03,nan,nan,nan,1.578799999999999995e-03
1.063629999999999992e-01,5.243759999999999977e+00,-5.243759999999999977e+00,-1.471749999999999936e+01,nan,1.063629999999999992e-01,nan,nan,nan,1.063629999999999992e-01
1.028549999999999950e-02,-4.290350000000000108e+00,-1.477790000000000070e+01,-1.376409999999999911e+01,1.028549999999999950e-02,nan,1.028549999999999950e-02,nan,nan,nan
8.597770000000000412e-02,-3.336939999999999795e+00,-1.477790000000000070e+01,-1.376409999999999911e+01,8.597770000000000412e-02,nan,8.597770000000000412e-02,nan,nan,nan
2.138710000000000055e-01,-5.243759999999999977e+00,-1.382450000000000045e+01,-1.376409999999999911e+01,2.138710000000000055e-01,nan,2.138710000000000055e-01,nan,nan,nan
1.893380000000000063e-01,-4.290350000000000108e+00,-1.382450000000000045e+01,-1.376409999999999911e+01,1.893380000000000063e-01,nan,1.893380000000000063e-01,nan,nan,nan
2.067660000000000053e-01,-3.336939999999999795e+00,-1.382450000000000045e+01,-1.376409999999999911e+01,2.067660000000000053e-01,nan,2.067660000000000053e-01,nan,nan,nan
4.462540000000000256e-02,6.197169999999999845e+00,-1.382450000000000045e+01,-1.376409999999999911e+01,nan,4.462540000000000256e-02,nan,nan,nan,4.462540000000000256e-02
6.710190000000000599e-02,7.150579999999999714e+00,-1.382450000000000045e+01,-1.376409999999999911e+01,nan,6.710190000000000599e-02,nan,nan,nan,6.710190000000000599e-02
2.747910000000000075e-01,-5.243759999999999977e+00,-1.287100000000000044e+01,-1.376409999999999911e+01,2.747910000000000075e-01,nan,2.747910000000000075e-01,nan,nan,nan
2.803300000000000236e-01,-4.290350000000000108e+00,-1.287100000000000044e+01,-1.376409999999999911e+01,2.803300000000000236e-01,nan,2.803300000000000236e-01,nan,nan,nan
4.947150000000000158e-02,6.197169999999999845e+00,-1.287100000000000044e+01,-1.376409999999999911e+01,nan,4.947150000000000158e-02,nan,nan,nan,4.947150000000000158e-02
6.640580000000000094e-02,7.150579999999999714e+00,-1.287100000000000044e+01,-1.376409999999999911e+01,nan,6.640580000000000094e-02,nan,nan,nan,6.640580000000000094e-02
7.375890000000000224e-02,8.103989999999999583e+00,-1.287100000000000044e+01,-1.376409999999999911e+01,nan,7.375890000000000224e-02,nan,nan,nan,7.375890000000000224e-02
3.602670000000000039e-01,-6.197169999999999845e+00,-1.191760000000000019e+01,-1.376409999999999911e+01,3.602670000000000039e-01,nan,3.602670000000000039e-01,nan,nan,nan
3.499439999999999773e-01,-5.243759999999999977e+00,-1.191760000000000019e+01,-1.376409999999999911e+01,3.499439999999999773e-01,nan,3.499439999999999773e-01,nan,nan,nan
3.582799999999999874e-01,-4.290350000000000108e+00,-1.191760000000000019e+01,-1.376409999999999911e+01,3.582799999999999874e-01,nan,3.582799999999999874e-01,nan,nan,nan
3.570840000000000125e-02,5.243759999999999977e+00,-1.191760000000000019e+01,-1.376409999999999911e+01,nan,3.570840000000000125e-02,nan,nan,nan,3.570840000000000125e-02
6.701450000000000462e-02,6.197169999999999845e+00,-1.191760000000000019e+01,-1.376409999999999911e+01,nan,6.701450000000000462e-02,nan,nan,nan,6.701450000000000462e-02
7.833279999999999410e-02,7.150579999999999714e+00,-1.191760000000000019e+01,-1.376409999999999911e+01,nan,7.833279999999999410e-02,nan,nan,nan,7.833279999999999410e-02
8.324679999999999580e-02,8.103989999999999583e+00,-1.191760000000000019e+01,-1.376409999999999911e+01,nan,8.324679999999999580e-02,nan,nan,nan,8.324679999999999580e-02
4.490129999999999955e-01,-6.197169999999999845e+00,-1.096419999999999995e+01,-1.376409999999999911e+01,4.490129999999999955e-01,nan,4.490129999999999955e-01,nan,nan,nan
4.402090000000000169e-01,-5.243759999999999977e+00,-1.096419999999999995e+01,-1.376409999999999911e+01,4.402090000000000169e-01,nan,4.402090000000000169e-01,nan,nan,nan
6.489800000000000429e-03,4.767060000000000186e-01,-1.096419999999999995e+01,-1.376409999999999911e+01,nan,6.489800000000000429e-03,nan,nan,nan,6.489800000000000429e-03
2.580810000000000048e-02,1.430120000000000058e+00,-1.096419999999999995e+01,-1.376409999999999911e+01,nan,2.580810000000000048e-02,nan,nan,nan,2.580810000000000048e-02
2.904939999999999953e-02,2.383529999999999927e+00,-1.096419999999999995e+01,-1.376409999999999911e+01,nan,2.904939999999999953e-02,nan,nan,nan,2.904939999999999953e-02
1.988430000000000059e-02,3.336939999999999795e+00,-1.096419999999999995e+01,-1.376409999999999911e+01,nan,1.988430000000000059e-02,nan,nan,nan,1.988430000000000059e-02
3.530969999999999942e-02,4.290350000000000108e+00,-1.096419999999999995e+01,-1.376409999999999911e+01,nan,3.530969999999999942e-02,nan,nan,nan,3.530969999999999942e-02
5.921110000000000262e-02,5.243759999999999977e+00,-1.096419999999999995e+01,-1.376409999999999911e+01,nan,5.921110000000000262e-02,nan,nan,nan,5.921110000000000262e-02
8.692099999999999826e-02,6.197169999999999845e+00,-1.096419999999999995e+01,-1.376409999999999911e+01,nan,8.692099999999999826e-02,nan,nan,nan,8.692099999999999826e-02
8.907170000000000365e-02,7.150579999999999714e+00,-1.096419999999999995e+01,-1.376409999999999911e+01,nan,8.907170000000000365e-02,nan,nan,nan,8.907170000000000365e-02
8.987810000000000243e-02,8.103989999999999583e+00,-1.096419999999999995e+01,-1.376409999999999911e+01,nan,8.987810000000000243e-02,nan,nan,nan,8.987810000000000243e-02
5.221419999999999950e-01,-5.243759999999999977e+00,-1.001079999999999970e+01,-1.376409999999999911e+01,5.221419999999999950e-01,nan,5.221419999999999950e-01,nan,nan,nan
1.787249999999999950e-02,1.430120000000000058e+00,-1.001079999999999970e+01,-1.376409999999999911e+01,nan,1.787249999999999950e-02,nan,nan,nan,1.787249999999999950e-02
1.346699999999999980e-02,2.383529999999999927e+00,-1.001079999999999970e+01,-1.376409999999999911e+01,nan,1.346699999999999980e-02,nan,nan,nan,1.346699999999999980e-02
3.881579999999999753e-02,3.336939999999999795e+00,-1.001079999999999970e+01,-1.376409999999999911e+01,nan,3.881579999999999753e-02,nan,nan,nan,3.881579999999999753e-02
4.159439999999999665e-02,4.290350000000000108e+00,-1.001079999999999970e+01,-1.376409999999999911e+01,nan,4.159439999999999665e-02,nan,nan,nan,4.159439999999999665e-02
6.796950000000000214e-02,5.243759999999999977e+00,-1.001079999999999970e+01,-1.376409999999999911e+01,nan,6.796950000000000214e-02,nan,nan,nan,6.796950000000000214e-02
9.561880000000000379e-02,6.197169999999999845e+00,-1.001079999999999970e+01,-1.376409999999999911e+01,nan,9.561880000000000379e-02,nan,nan,nan,9.561880000000000379e-02
9.395739999999999648e-02,7.150579999999999714e+00,-1.001079999999999970e+01,-1.376409999999999911e+01,nan,9.395739999999999648e-02,nan,nan,nan,9.395739999999999648e-02
8.909780000000000477e-02,8.103989999999999583e+00,-1.001079999999999970e+01,-1.376409999999999911e+01,nan,8.909780000000000477e-02,nan,nan,nan,8.909780000000000477e-02
7.196379999999999444e-02,6.197169999999999845e+00,-9.057399999999999451e+00,-1.376409999999999911e+01,nan,7.196379999999999444e-02,nan,nan,nan,7.196379999999999444e-02
7.150040000000000562e-02,7.150579999999999714e+00,-9.057399999999999451e+00,-1.376409999999999911e+01,nan,7.150040000000000562e-02,nan,nan,nan,7.150040000000000562e-02
6.662029999999999341e-02,8.103989999999999583e+00,-9.057399999999999451e+00,-1.376409999999999911e+01,nan,6.662029999999999341e-02,nan,nan,nan,6.662029999999999341e-02
4.303970000000000018e-02,6.197169999999999845e+00,-8.103989999999999583e+00,-1.376409999999999911e+01,nan,4.303970000000000018e-02,nan,nan,nan,4.303970000000000018e-02
4.144880000000000092e-02,7.150579999999999714e+00,-8.103989999999999583e+00,-1.376409999999999911e+01,nan,4.144880000000000092e-02,nan,nan,nan,4.144880000000000092e-02
4.168349999999999833e-02,5.243759999999999977e+00,-7.150579999999999714e+00,-1.376409999999999911e+01,nan,4.168349999999999833e-02,nan,nan,nan,4.168349999999999833e-02
1.880640000000000089e-02,6.197169999999999845e+00,-7.150579999999999714e+00,-1.376409999999999911e+01,nan,1.880640000000000089e-02,nan,nan,nan,1.880640000000000089e-02
1.533849999999999970e-02,7.150579999999999714e+00,-7.150579999999999714e+00,-1.376409999999999911e+01,nan,1.533849999999999970e-02,nan,nan,nan,1.533849999999999970e-02
2.519980000000000137e-02,5.243759999999999977e+00,-6.197169999999999845e+00,-1.376409999999999911e+01,nan,2.519980000000000137e-02,nan,nan,nan,2.519980000000000137e-02
2.447960000000000066e-02,6.197169999999999845e+00,-6.197169999999999845e+00,-1.376409999999999911e+01,nan,2.447960000000000066e-02,nan,nan,nan,2.447960000000000066e-02
6.158340000000000342e-02,5.243759999999999977e+00,-5.243759999999999977e+00,-1.376409999999999911e+01,nan,6.158340000000000342e-02,nan,nan,nan,6.158340000000000342e-02
1.186780000000000057e-01,4.290350000000000108e+00,-4.290350000000000108e+00,-1.376409999999999911e+01,nan,1.186780000000000057e-01,nan,nan,nan,1.186780000000000057e-01
-1.576309999999999864e-02,-5.243759999999999977e+00,-1.477790000000000070e+01,-1.281070000000000064e+01,-1.576309999999999864e-02,nan,-1.576309999999999864e-02,nan,nan,nan
5.720089999999999897e-02,-4.290350000000000108e+00,-1.477790000000000070e+01,-1.281070000000000064e+01,5.720089999999999897e-02,nan,5.720089999999999897e-02,nan,nan,nan
1.243599999999999983e-01,-3.336939999999999795e+00,-1.477790000000000070e+01,-1.281070000000000064e+01,1.243599999999999983e-01,nan,1.243599999999999983e-01,nan,nan,nan
1.272510000000000030e-01,-2.383529999999999927e+00,-1.477790000000000070e+01,-1.281070000000000064e+01,1.272510000000000030e-01,nan,1.272510000000000030e-01,nan,nan,nan
1.421650000000000136e-01,-5.243759999999999977e+00,-1.382450000000000045e+01,-1.281070000000000064e+01,1.421650000000000136e-01,nan,1.421650000000000136e-01,nan,nan,nan
1.611360000000000015e-01,-4.290350000000000108e+00,-1.382450000000000045e+01,-1.281070000000000064e+01,1.611360000000000015e-01,nan,1.611360000000000015e-01,nan,nan,nan
1.883410000000000084e-01,-3.336939999999999795e+00,-1.382450000000000045e+01,-1.281070000000000064e+01,1.883410000000000084e-01,nan,1.883410000000000084e-01,nan,nan,nan
4.401449999999999807e-02,6.197169999999999845e+00,-1.382450000000000045e+01,-1.281070000000000064e+01,nan,4.401449999999999807e-02,nan,nan,nan,4.401449999999999807e-02
4.984020000000000117e-02,7.150579999999999714e+00,-1.382450000000000045e+01,-1.281070000000000064e+01,nan,4.984020000000000117e-02,nan,nan,nan,4.984020000000000117e-02
5.337139999999999940e-02,8.103989999999999583e+00,-1.382450000000000045e+01,-1.281070000000000064e+01,nan,5.337139999999999940e-02,nan,nan,nan,5.337139999999999940e-02
2.188559999999999950e-01,-6.197169999999999845e+00,-1.287100000000000044e+01,-1.281070000000000064e+01,2.188559999999999950e-01,nan,2.188559999999999950e-01,nan,nan,nan
2.109920000000000129e-01,-5.243759999999999977e+00,-1.287100000000000044e+01,-1.281070000000000064e+01,2.109920000000000129e-01,nan,2.109920000000000129e-01,nan,nan,nan
2.210169999999999912e-01,-4.290350000000000108e+00,-1.287100000000000044e+01,-1.281070000000000064e+01,2.210169999999999912e-01,nan,2.210169999999999912e-01,nan,nan,nan
3.188839999999999730e-02,5.243759999999999977e+00,-1.287100000000000044e+01,-1.281070000000000064e+01,nan,3.188839999999999730e-02,nan,nan,nan,3.188839999999999730e-02
4.880519999999999997e-02,6.197169999999999845e+00,-1.287100000000000044e+01,-1.281070000000000064e+01,nan,4.880519999999999997e-02,nan,nan,nan,4.880519999999999997e-02
5.520599999999999813e-02,7.150579999999999714e+00,-1.287100000000000044e+01,-1.281070000000000064e+01,nan,5.520599999999999813e-02,nan,nan,nan,5.520599999999999813e-02
5.682510000000000339e-02,8.103989999999999583e+00,-1.287100000000000044e+01,-1.281070000000000064e+01,nan,5.682510000000000339e-02,nan,nan,nan,5.682510000000000339e-02
5.693349999999999800e-02,9.057399999999999451e+00,-1.287100000000000044e+01,-1.281070000000000064e+01,nan,5.693349999999999800e-02,nan,nan,nan,5.693349999999999800e-02
2.594850000000000212e-01,-6.197169999999999845e+00,-1.191760000000000019e+01,-1.281070000000000064e+01,2.594850000000000212e-01,nan,2.594850000000000212e-01,nan,nan,nan
2.612309999999999910e-01,-5.243759999999999977e+00,-1.191760000000000019e+01,-1.281070000000000064e+01,2.612309999999999910e-01,nan,2.612309999999999910e-01,nan,nan,nan
2.441899999999999904e-01,-4.290350000000000108e+00,-1.191760000000000019e+01,-1.281070000000000064e+01,2.441899999999999904e-01,nan,2.441899999999999904e-01,nan,nan,nan
2.525279999999999886e-02,3.336939999999999795e+00,-1.191760000000000019e+01,-1.281070000000000064e+01,nan,2.525279999999999886e-02,nan,nan,nan,2.525279999999999886e-02
3.374850000000000072e-02,4.290350000000000108e+00,-1.191760000000000019e+01,-1.281070000000000064e+01,nan,3.374850000000000072e-02,nan,nan,nan,3.374850000000000072e-02
4.239029999999999881e-02,5.243759999999999977e+00,-1.191760000000000019e+01,-1.281070000000000064e+01,nan,4.239029999999999881e-02,nan,nan,nan,4.239029999999999881e-02
5.882620000000000210e-02,6.197169999999999845e+00,-1.191760000000000019e+01,-1.281070000000000064e+01,nan,5.882620000000000210e-02,nan,nan,nan,5.882620000000000210e-02
6.350870000000000126e-02,7.150579999999999714e+00,-1.191760000000000019e+01,-1.281070000000000064e+01,nan,6.350870000000000126e-02,nan,nan,nan,6.350870000000000126e-02
6.446839999999999515e-02,8.103989999999999583e+00,-1.191760000000000019e+01,-1.281070000000000064e+01,nan,6.446839999999999515e-02,nan,nan,nan,6.446839999999999515e-02
6.181699999999999695e-02,9.057399999999999451e+00,-1.191760000000000019e+01,-1.281070000000000064e+01,nan,6.181699999999999695e-02,nan,nan,nan,6.181699999999999695e-02
3.434849999999999848e-01,-6.197169999999999845e+00,-1.096419999999999995e+01,-1.281070000000000064e+01,3.434849999999999848e-01,nan,3.434849999999999848e-01,nan,nan,nan
3.243019999999999792e-01,-5.243759999999999977e+00,-1.096419999999999995e+01,-1.281070000000000064e+01,3.243019999999999792e-01,nan,3.243019999999999792e-01,nan,nan,nan
2.286269999999999969e-01,-4.290350000000000108e+00,-1.096419999999999995e+01,-1.281070000000000064e+01,2.286269999999999969e-01,nan,2.286269999999999969e-01,nan,nan,nan
1.703759999999999910e-03,4.767060000000000186e-01,-1.096419999999999995e+01,-1.281070000000000064e+01,nan,1.703759999999999910e-03,nan,nan,nan,1.703759999999999910e-03
2.145659999999999928e-02,1.430120000000000058e+00,-1.096419999999999995e+01,-1.281070000000000064e+01,nan,2.145659999999999928e-02,nan,nan,nan,2.145659999999999928e-02
2.653919999999999890e-02,2.383529999999999927e+00,-1.096419999999999995e+01,-1.281070000000000064e+01,nan,2.653919999999999890e-02,nan,nan,nan,2.653919999999999890e-02
3.687939999999999968e-02,3.336939999999999795e+00,-1.096419999999999995e+01,-1.281070000000000064e+01,nan,3.687939999999999968e-02,nan,nan,nan,3.687939999999999968e-02
4.905160000000000076e-02,4.290350000000000108e+00,-1.096419999999999995e+01,-1.281070000000000064e+01,nan,4.905160000000000076e-02,nan,nan,nan,4.905160000000000076e-02
6.220599999999999741e-02,5.243759999999999977e+00,-1.096419999999999995e+01,-1.281070000000000064e+01,nan,6.220599999999999741e-02,nan,nan,nan,6.220599999999999741e-02
7.405499999999999583e-02,6.197169999999999845e+00,-1.096419999999999995e+01,-1.281070000000000064e+01,nan,7.405499999999999583e-02,nan,nan,nan,7.405499999999999583e-02
7.378389999999999949e-02,7.150579999999999714e+00,-1.096419999999999995e+01,-1.281070000000000064e+01,nan,7.378389999999999949e-02,nan,nan,nan,7.378389999999999949e-02
7.026699999999999613e-02,8.103989999999999583e+00,-1.096419999999999995e+01,-1.281070000000000064e+01,nan,7.026699999999999613e-02,nan,nan,nan,7.026699999999999613e-02
6.778059999999999641e-02,9.057399999999999451e+00,-1.096419999999999995e+01,-1.281070000000000064e+01,nan,6.778059999999999641e-02,nan,nan,nan,6.778059999999999641e-02
3.774500000000000077e-01,-6.197169999999999845e+00,-1.001079999999999970e+01,-1.281070000000000064e+01,3.774500000000000077e-01,nan,3.774500000000000077e-01,nan,nan,nan
4.045529999999999959e-01,-5.243759999999999977e+00,-1.001079999999999970e+01,-1.281070000000000064e+01,4.045529999999999959e-01,nan,4.045529999999999959e-01,nan,nan,nan
1.068850000000000008e-02,2.383529999999999927e+00,-1.001079999999999970e+01,-1.281070000000000064e+01,nan,1.068850000000000008e-02,nan,nan,nan,1.068850000000000008e-02
4.699919999999999792e-02,3.336939999999999795e+00,-1.001079999999999970e+01,-1.281070000000000064e+01,nan,4.699919999999999792e-02,nan,nan,nan,4.699919999999999792e-02
5.682090000000000057e-02,4.290350000000000108e+00,-1.001079999999999970e+01,-1.281070000000000064e+01,nan,5.682090000000000057e-02,nan,nan,nan,5.682090000000000057e-02
